cod;nome;período;homicidios-mulheres;homicidios-de-jovens-mulheres;homicidios-de-jovens;homicidios-nao-negros;homicidios-homens-negros;homicidios-de-mulheres-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-de-jovens-homens;homicidios-homens;homicidios-mulheres-negras;homicidios-homens-nao-negros;homicidios-por-armas-de-fogo;homicidio-de-jovens-por-armas-de-fogo;homicidios;homicidios-mulheres-nao-negras;homicidios-negros
33;RJ;2012;365.0;129;2397.0;1367.0;2999.0;184.0;3639.0;2268;4386.0;223.0;1241.0;3472;1900.0;4772.0;125.0;3228.0
29;BA;2013;423.0;196;3338.0;372.0;4709.0;241.0;98.0;3142;5260.0;362.0;330.0;4287;2727.0;5694.0;42.0;5072.0
11;RO;2013;52.0;20;212.0;151.0;288.0;18.0;282.0;192;431.0;28.0;131.0;300;147.0;483.0;20.0;316.0
12;AC;2013;32.0;12;119.0;23.0;165.0;9.0;86.0;107;202.0;29.0;20.0;95;58.0;234.0;3.0;194.0
13;AM;2013;96.0;31;659.0;144.0;955.0;33.0;2099.0;628;1095.0;71.0;122.0;695;443.0;1191.0;22.0;1026.0
14;RR;2013;36.0;9;78.0;71.0;123.0;5.0;1602.0;69;178.0;14.0;50.0;70;31.0;214.0;21.0;137.0
15;PA;2013;231.0;93;1785.0;276.0;2830.0;121.0;701.0;1691;3157.0;190.0;240.0;2229;1253.0;3405.0;35.0;3025.0
16;AP;2013;19.0;8;147.0;27.0;162.0;6.0;65.0;139;206.0;15.0;25.0;104;69.0;225.0;2.0;177.0
17;TO;2013;40.0;23;149.0;67.0;235.0;12.0;554.0;126;307.0;31.0;60.0;146;65.0;349.0;7.0;267.0
21;MA;2013;131.0;57;1171.0;208.0;1788.0;58.0;1094.0;1114;2031.0;107.0;184.0;1397;790.0;2163.0;23.0;1895.0
22;PI;2013;47.0;20;329.0;68.0;451.0;22.0;3365.0;309;549.0;36.0;58.0;365;234.0;598.0;10.0;489.0
23;CE;2013;278.0;147;2705.0;266.0;2088.0;200.0;133.0;2558;4195.0;125.0;232.0;3655;2377.0;4473.0;34.0;2213.0
24;RN;2013;89.0;41;883.0;198.0;1064.0;54.0;1901.0;842;1357.0;59.0;178.0;1149;743.0;1447.0;20.0;1124.0
25;PB;2013;126.0;64;893.0;98.0;1187.0;84.0;4039.0;829;1424.0;104.0;86.0;1258;770.0;1551.0;12.0;1292.0
26;PE;2013;256.0;120;1709.0;223.0;2572.0;139.0;1176.0;1589;2867.0;224.0;196.0;2299;1357.0;3124.0;27.0;2796.0
27;AL;2013;142.0;62;1313.0;113.0;1845.0;103.0;662.0;1250;2005.0;117.0;94.0;1860;1177.0;2148.0;18.0;1962.0
28;SE;2013;56.0;26;520.0;84.0;829.0;30.0;1994.0;494;908.0;48.0;76.0;732;430.0;965.0;8.0;877.0
31;MG;2013;427.0;183;2595.0;1264.0;3076.0;205.0;1756.0;2411;4286.0;274.0;1118.0;3468;2180.0;4717.0;145.0;3350.0
32;ES;2013;171.0;80;985.0;237.0;1182.0;114.0;342.0;905;1451.0;129.0;201.0;1290;869.0;1622.0;36.0;1311.0
33;RJ;2013;387.0;139;2693.0;1443.0;3247.0;185.0;3260.0;2554;4687.0;236.0;1302.0;3555;2014.0;5111.0;137.0;3492.0
35;SP;2013;620.0;214;2552.0;3225.0;2459.0;174.0;711.0;2338;5403.0;215.0;2823.0;3440;1694.0;6035.0;401.0;2676.0
41;PR;2013;283.0;131;1538.0;2312.0;540.0;124.0;3262.0;1407;2653.0;59.0;2089.0;2025;1193.0;2936.0;223.0;599.0
42;SC;2013;102.0;43;369.0;659.0;101.0;36.0;294.0;326;686.0;16.0;577.0;442;233.0;789.0;82.0;117.0
43;RS;2013;210.0;83;1078.0;1787.0;454.0;112.0;405.0;995;2108.0;33.0;1614.0;1714;903.0;2322.0;173.0;487.0
50;MS;2013;75.0;22;265.0;226.0;360.0;24.0;2159.0;243;555.0;40.0;192.0;318;148.0;630.0;34.0;400.0
51;MT;2013;91.0;26;541.0;271.0;798.0;34.0;1174.0;515;1064.0;62.0;243.0;745;404.0;1158.0;28.0;860.0
52;GO;2013;271.0;114;1598.0;624.0;2076.0;141.0;3455.0;1484;2698.0;191.0;557.0;2138;1293.0;2975.0;66.0;2268.0
53;DF;2013;78.0;35;465.0;81.0;681.0;39.0;1338.0;430;759.0;66.0;69.0;593;382.0;837.0;12.0;747.0
15;PA;2014;249.0;116;1821.0;216.0;2912.0;132.0;848.0;1705;3189.0;221.0;194.0;2305;1331.0;3446.0;21.0;3135.0
33;RJ;2014;464.0;157;3027.0;1529.0;3666.0;215.0;3335.0;2869;5196.0;283.0;1364.0;3642;2045.0;5718.0;164.0;3954.0
32;ES;2014;140.0;69;958.0;243.0;1206.0;89.0;430.0;889;1469.0;110.0;218.0;1292;842.0;1609.0;25.0;1316.0
31;MG;2014;403.0;168;2573.0;1216.0;3153.0;171.0;1721.0;2405;4319.0;259.0;1075.0;3377;2126.0;4724.0;141.0;3412.0
29;BA;2014;385.0;148;3553.0;417.0;5095.0;216.0;144.0;3405;5659.0;323.0;367.0;4671;2965.0;6052.0;50.0;5419.0
28;SE;2014;74.0;27;623.0;88.0;938.0;50.0;1899.0;596;1023.0;65.0;79.0;898;552.0;1097.0;9.0;1003.0
27;AL;2014;125.0;67;1243.0;75.0;1829.0;85.0;729.0;1176;1960.0;118.0;71.0;1806;1117.0;2085.0;4.0;1947.0
26;PE;2014;239.0;113;1881.0;377.0;2704.0;138.0;1203.0;1768;3113.0;203.0;344.0;2543;1557.0;3358.0;33.0;2907.0
41;PR;2014;284.0;117;1473.0;2344.0;541.0;138.0;3204.0;1356;2694.0;63.0;2126.0;2071;1184.0;2980.0;218.0;604.0
42;SC;2014;111.0;41;402.0;728.0;138.0;39.0;337.0;361;794.0;21.0;640.0;499;254.0;905.0;88.0;159.0
43;RS;2014;250.0;76;1323.0;2056.0;577.0;129.0;460.0;1247;2474.0;51.0;1860.0;2055;1083.0;2724.0;196.0;628.0
50;MS;2014;85.0;39;322.0;258.0;388.0;20.0;2403.0;283;615.0;44.0;218.0;357;206.0;700.0;40.0;432.0
51;MT;2014;111.0;49;636.0;311.0;946.0;45.0;1171.0;587;1247.0;76.0;278.0;854;463.0;1358.0;33.0;1022.0
52;GO;2014;290.0;129;1568.0;651.0;1986.0;153.0;3595.0;1439;2591.0;212.0;574.0;2054;1299.0;2887.0;77.0;2198.0
53;DF;2014;60.0;26;453.0;118.0;664.0;30.0;1613.0;427;783.0;46.0;105.0;631;388.0;843.0;13.0;710.0
16;AP;2014;20.0;13;162.0;15.0;213.0;8.0;43.0;149;236.0;19.0;14.0;152;99.0;256.0;1.0;232.0
17;TO;2014;35.0;14;188.0;71.0;267.0;13.0;601.0;173;342.0;29.0;64.0;176;101.0;381.0;6.0;296.0
21;MA;2014;152.0;62;1311.0;236.0;2048.0;75.0;1246.0;1248;2307.0;129.0;215.0;1688;962.0;2462.0;21.0;2179.0
22;PI;2014;63.0;23;392.0;44.0;538.0;25.0;3415.0;369;654.0;51.0;40.0;455;284.0;717.0;4.0;589.0
23;CE;2014;285.0;135;2831.0;276.0;2362.0;200.0;162.0;2696;4341.0;145.0;251.0;3795;2484.0;4626.0;25.0;2507.0
24;RN;2014;102.0;48;1002.0;215.0;1233.0;68.0;1932.0;954;1500.0;71.0;194.0;1314;883.0;1602.0;21.0;1304.0
25;PB;2014;117.0;57;869.0;85.0;1244.0;81.0;4451.0;812;1433.0;98.0;72.0;1253;759.0;1551.0;13.0;1342.0
11;RO;2014;56.0;20;229.0;142.0;386.0;28.0;373.0;209;521.0;38.0;127.0;402;176.0;578.0;15.0;424.0
35;SP;2014;612.0;209;2751.0;3205.0;2612.0;199.0;809.0;2542;5561.0;227.0;2833.0;3541;1857.0;6185.0;371.0;2840.0
12;AC;2014;20.0;10;111.0;39.0;171.0;6.0;109.0;101;212.0;16.0;35.0;115;59.0;232.0;4.0;187.0
13;AM;2014;80.0;34;678.0;105.0;1038.0;33.0;2170.0;644;1159.0;64.0;92.0;762;451.0;1240.0;13.0;1102.0
14;RR;2014;24.0;5;56.0;61.0;83.0;4.0;1926.0;51;133.0;10.0;46.0;47;22.0;158.0;14.0;93.0
16;AP;2015;18.0;6;165.0;15.0;251.0;7.0;50.0;159;275.0;13.0;12.0;154;96.0;293.0;3.0;264.0
11;RO;2015;63.0;27;261.0;142.0;397.0;35.0;348.0;234;537.0;49.0;129.0;383;178.0;600.0;13.0;446.0
12;AC;2015;19.0;11;105.0;30.0;169.0;5.0;111.0;94;198.0;14.0;25.0;116;65.0;217.0;5.0;183.0
13;AM;2015;115.0;54;809.0;118.0;1242.0;44.0;2389.0;755;1357.0;96.0;100.0;930;549.0;1472.0;18.0;1338.0
14;RR;2015;29.0;8;77.0;53.0;138.0;7.0;2124.0;69;174.0;10.0;36.0;57;30.0;203.0;17.0;148.0
15;PA;2015;261.0;109;1936.0;222.0;3138.0;144.0;1055.0;1827;3401.0;236.0;202.0;2539;1462.0;3675.0;20.0;3375.0
17;TO;2015;48.0;16;243.0;100.0;342.0;13.0;465.0;227;454.0;39.0;92.0;276;152.0;503.0;8.0;381.0
21;MA;2015;148.0;56;1257.0;267.0;2003.0;67.0;1181.0;1200;2286.0;115.0;240.0;1718;968.0;2438.0;27.0;2118.0
22;PI;2015;67.0;28;328.0;60.0;487.0;33.0;2978.0;300;582.0;56.0;52.0;400;232.0;650.0;8.0;544.0
23;CE;2015;254.0;100;2450.0;231.0;2118.0;166.0;263.0;2350;3909.0;154.0;210.0;3393;2166.0;4163.0;21.0;2272.0
24;RN;2015;92.0;40;939.0;156.0;1207.0;57.0;1877.0;899;1453.0;76.0;147.0;1238;804.0;1545.0;9.0;1283.0
25;PB;2015;111.0;57;828.0;90.0;1222.0;73.0;4330.0;771;1406.0;84.0;76.0;1264;737.0;1522.0;14.0;1306.0
26;PE;2015;233.0;103;2143.0;402.0;3173.0;128.0;1014.0;2036;3606.0;198.0;370.0;3065;1823.0;3847.0;32.0;3373.0
27;AL;2015;95.0;40;1049.0;55.0;1566.0;61.0;886.0;1009;1653.0;90.0;54.0;1476;928.0;1748.0;1.0;1656.0
28;SE;2015;70.0;23;716.0;77.0;1157.0;53.0;2024.0;693;1233.0;64.0;72.0;1108;637.0;1303.0;5.0;1221.0
29;BA;2015;382.0;151;3559.0;375.0;5112.0;219.0;147.0;3408;5619.0;331.0;333.0;4555;2866.0;6012.0;42.0;5446.0
31;MG;2015;415.0;165;2378.0;1149.0;3033.0;204.0;1415.0;2213;4114.0;267.0;1009.0;3214;1972.0;4532.0;139.0;3300.0
32;ES;2015;141.0;55;830.0;187.0;1061.0;78.0;367.0;775;1308.0;107.0;163.0;1093;709.0;1450.0;24.0;1168.0
33;RJ;2015;387.0;134;2761.0;1390.0;3283.0;196.0;2919.0;2627;4651.0;233.0;1238.0;3182;1835.0;5067.0;150.0;3517.0
35;SP;2015;559.0;169;2333.0;2765.0;2336.0;175.0;718.0;2164;4860.0;201.0;2414.0;3097;1556.0;5427.0;349.0;2537.0
41;PR;2015;244.0;88;1471.0;2241.0;611.0;94.0;3010.0;1383;2691.0;49.0;2048.0;1972;1149.0;2936.0;193.0;660.0
42;SC;2015;97.0;35;442.0;741.0;185.0;34.0;297.0;407;860.0;18.0;662.0;570;308.0;957.0;79.0;203.0
43;RS;2015;284.0;100;1391.0;2247.0;601.0;158.0;536.0;1291;2660.0;55.0;2024.0;2282;1189.0;2944.0;223.0;656.0
50;MS;2015;58.0;23;264.0;225.0;367.0;19.0;2930.0;241;576.0;38.0;205.0;316;171.0;634.0;20.0;405.0
51;MT;2015;118.0;48;529.0;251.0;843.0;50.0;1190.0;481;1082.0;88.0;221.0;769;392.0;1203.0;30.0;931.0
52;GO;2015;255.0;102;1618.0;677.0;2087.0;134.0;3227.0;1516;2734.0;176.0;601.0;2161;1328.0;2997.0;76.0;2263.0
53;DF;2015;58.0;22;382.0;133.0;551.0;24.0;1649.0;360;682.0;45.0;120.0;489;310.0;742.0;13.0;598.0
21;MA;2016;159.0;55;1212.0;271.0;1963.0;84.0;1493.0;1157;2247.0;133.0;247.0;1625;873.0;2408.0;24.0;2097.0
22;PI;2016;50.0;17;367.0;48.0;563.0;22.0;3801.0;350;650.0;43.0;45.0;440;265.0;701.0;3.0;606.0
23;CE;2016;218.0;103;2102.0;209.0;2363.0;139.0;298.0;1999;3424.0;149.0;195.0;2908;1794.0;3642.0;14.0;2512.0
24;RN;2016;100.0;50;1129.0;204.0;1479.0;76.0;2020.0;1079;1754.0;74.0;185.0;1569;997.0;1854.0;19.0;1553.0
25;PB;2016;107.0;45;699.0;83.0;1099.0;62.0;5188.0;654;1248.0;88.0;68.0;1060;597.0;1355.0;15.0;1187.0
11;RO;2016;54.0;15;261.0;176.0;483.0;27.0;438.0;246;649.0;34.0;158.0;465;185.0;703.0;18.0;517.0
12;AC;2016;23.0;13;194.0;43.0;288.0;11.0;215.0;181;340.0;19.0;39.0;226;127.0;363.0;4.0;307.0
13;AM;2016;116.0;53;782.0;106.0;1231.0;43.0;2866.0;729;1335.0;93.0;84.0;791;480.0;1452.0;22.0;1324.0
14;RR;2016;25.0;9;92.0;47.0;145.0;7.0;2314.0;83;179.0;10.0;33.0;72;38.0;204.0;14.0;155.0
15;PA;2016;294.0;129;2266.0;257.0;3597.0;178.0;1220.0;2137;3921.0;274.0;243.0;3048;1776.0;4223.0;14.0;3871.0
16;AP;2016;17.0;5;233.0;13.0;347.0;7.0;65.0;228;364.0;15.0;11.0;222;153.0;381.0;2.0;362.0
17;TO;2016;45.0;18;281.0;97.0;426.0;14.0;485.0;263;532.0;30.0;87.0;312;182.0;577.0;10.0;456.0
29;BA;2016;441.0;193;4358.0;442.0;6132.0;261.0;215.0;4165;6728.0;379.0;392.0;5449;3509.0;7171.0;50.0;6512.0
28;SE;2016;60.0;22;869.0;78.0;1330.0;39.0;2012.0;847;1404.0;54.0;73.0;1259;789.0;1465.0;5.0;1384.0
27;AL;2016;101.0;41;1079.0;34.0;1665.0;72.0;748.0;1038;1718.0;91.0;28.0;1546;959.0;1820.0;6.0;1757.0
26;PE;2016;282.0;131;2512.0;529.0;3618.0;146.0;911.0;2381;4160.0;238.0;490.0;3475;2105.0;4447.0;39.0;3858.0
31;MG;2016;375.0;148;2513.0;1177.0;3099.0;169.0;1473.0;2365;4246.0;247.0;1054.0;3321;2047.0;4622.0;122.0;3346.0
32;ES;2016;104.0;37;707.0;144.0;943.0;57.0;417.0;670;1166.0;81.0;126.0;968;622.0;1270.0;18.0;1024.0
33;RJ;2016;428.0;134;3386.0;1530.0;4076.0;202.0;2562.0;3252;5569.0;276.0;1383.0;4019;2343.0;6053.0;142.0;4363.0
35;SP;2016;507.0;157;2017.0;2586.0;2017.0;156.0;713.0;1860;4358.0;200.0;2284.0;2720;1334.0;4870.0;302.0;2219.0
41;PR;2016;238.0;80;1574.0;2370.0;619.0;105.0;3151.0;1494;2841.0;44.0;2180.0;2125;1224.0;3080.0;190.0;663.0
42;SC;2016;107.0;38;475.0;734.0;213.0;50.0;301.0;437;877.0;27.0;654.0;611;344.0;984.0;80.0;240.0
43;RS;2016;308.0;121;1608.0;2413.0;707.0;190.0;561.0;1487;2913.0;50.0;2163.0;2507;1352.0;3225.0;250.0;757.0
50;MS;2016;80.0;26;274.0;245.0;369.0;25.0;3328.0;248;591.0;46.0;211.0;326;159.0;671.0;34.0;415.0
51;MT;2016;104.0;36;516.0;244.0;845.0;38.0;998.0;480;1074.0;77.0;218.0;752;386.0;1180.0;26.0;922.0
52;GO;2016;238.0;99;1675.0;638.0;2168.0;128.0;2769.0;1575;2789.0;180.0;582.0;2143;1346.0;3036.0;54.0;2349.0
53;DF;2016;64.0;30;409.0;132.0;569.0;31.0;1540.0;379;696.0;53.0;121.0;516;336.0;760.0;11.0;622.0
11;RO;2017;62.0;22;228.0;145.0;357.0;30.0;342.0;206;491.0;40.0;123.0;373;179.0;554.0;22.0;397.0
21;MA;2017;127.0;49;1112.0;181.0;1855.0;56.0;1804.0;1063;2051.0;113.0;169.0;1483;822.0;2180.0;12.0;1968.0
17;TO;2017;38.0;21;303.0;103.0;407.0;18.0;376.0;282;517.0;30.0;96.0;318;195.0;557.0;7.0;437.0
16;AP;2017;27.0;12;236.0;24.0;328.0;9.0;89.0;224;356.0;23.0;22.0;177;112.0;383.0;2.0;351.0
15;PA;2017;311.0;129;2451.0;329.0;3858.0;202.0;1049.0;2322;4255.0;286.0;308.0;3362;1939.0;4575.0;21.0;4144.0
14;RR;2017;27.0;13;100.0;61.0;169.0;4.0;2403.0;87;221.0;16.0;50.0;93;44.0;248.0;11.0;185.0
13;AM;2017;115.0;46;943.0;146.0;1418.0;51.0;3157.0;897;1559.0;98.0;130.0;975;605.0;1674.0;16.0;1516.0
12;AC;2017;34.0;16;297.0;77.0;404.0;17.0;366.0;281;481.0;24.0;68.0;384;236.0;516.0;9.0;428.0
23;CE;2017;374.0;202;3348.0;323.0;4580.0;282.0;299.0;3146;5059.0;325.0;291.0;4698;3030.0;5433.0;32.0;4905.0
24;RN;2017;148.0;87;1366.0;195.0;1798.0;122.0;1722.0;1279;2054.0;129.0;178.0;1927;1250.0;2203.0;17.0;1928.0
25;PB;2017;88.0;41;709.0;96.0;1151.0;51.0;5136.0;668;1253.0;76.0;85.0;1054;591.0;1341.0;11.0;1227.0
26;PE;2017;310.0;136;3167.0;630.0;4462.0;189.0;1137.0;3029;5104.0;257.0;580.0;4478;2756.0;5419.0;50.0;4720.0
27;AL;2017;111.0;43;1134.0;30.0;1636.0;77.0;924.0;1091;1702.0;104.0;29.0;1526;993.0;1813.0;1.0;1740.0
28;SE;2017;77.0;39;767.0;79.0;1168.0;57.0;1924.0;728;1236.0;64.0;67.0;1106;690.0;1313.0;12.0;1232.0
29;BA;2017;487.0;208;4522.0;484.0;6377.0;286.0;168.0;4313;6986.0;417.0;428.0;5427;3444.0;7487.0;55.0;6798.0
31;MG;2017;388.0;129;2217.0;1096.0;2885.0;146.0;1449.0;2088;3911.0;261.0;974.0;3067;1814.0;4299.0;122.0;3146.0
32;ES;2017;151.0;59;848.0;187.0;1098.0;89.0;351.0;789;1369.0;116.0;161.0;1227;771.0;1521.0;26.0;1214.0
33;RJ;2017;401.0;137;3576.0;1634.0;4378.0;219.0;2354.0;3439;5956.0;260.0;1497.0;4411;2560.0;6416.0;136.0;4650.0
35;SP;2017;495.0;157;1955.0;2415.0;2002.0;163.0;629.0;1798;4134.0;166.0;2094.0;2518;1233.0;4631.0;321.0;2168.0
41;PR;2017;247.0;98;1361.0;2045.0;647.0;110.0;2921.0;1263;2511.0;33.0;1838.0;1832;1021.0;2759.0;207.0;680.0
42;SC;2017;109.0;47;527.0;787.0;247.0;35.0;305.0;480;957.0;23.0;701.0;653;360.0;1066.0;86.0;270.0
22;PI;2017;52.0;20;313.0;55.0;509.0;25.0;4174.0;293;573.0;39.0;46.0;376;220.0;626.0;9.0;549.0
43;RS;2017;302.0;114;1639.0;2449.0;772.0;188.0;618.0;1525;3014.0;61.0;2211.0;2591;1405.0;3316.0;238.0;833.0
50;MS;2017;61.0;25;275.0;237.0;385.0;21.0;4287.0;250;597.0;33.0;209.0;327;158.0;659.0;28.0;418.0
51;MT;2017;92.0;31;463.0;244.0;780.0;40.0;1003.0;432;1010.0;70.0;222.0;669;332.0;1102.0;22.0;850.0
52;GO;2017;256.0;110;1601.0;561.0;2094.0;129.0;4416.0;1491;2638.0;190.0;501.0;2057;1286.0;2901.0;59.0;2284.0
53;DF;2017;46.0;17;325.0;121.0;452.0;25.0;1425.0;308;564.0;34.0;109.0;401;256.0;610.0;12.0;486.0
17;TO;2018;47.0;18;296.0;90.0;430.0;19.0;308.0;278;520.0;36.0;81.0;321;191.0;570.0;9.0;466.0
11;RO;2018;42.0;16;184.0;118.0;323.0;20.0;279.0;168;432.0;28.0;103.0;300;138.0;476.0;14.0;351.0
12;AC;2018;35.0;13;235.0;49.0;322.0;22.0;289.0;222;374.0;28.0;43.0;311;189.0;409.0;6.0;350.0
13;AM;2018;127.0;64;859.0;121.0;1300.0;51.0;3231.0;795;1415.0;110.0;106.0;961;599.0;1542.0;15.0;1410.0
14;RR;2018;53.0;17;224.0;103.0;282.0;9.0;1927.0;207;360.0;26.0;76.0;181;124.0;414.0;26.0;308.0
15;PA;2018;323.0;132;2418.0;301.0;3827.0;197.0;934.0;2285;4185.0;282.0;269.0;3439;2004.0;4528.0;32.0;4113.0
16;AP;2018;15.0;6;279.0;26.0;377.0;9.0;171.0;273;411.0;12.0;24.0;241;162.0;426.0;2.0;389.0
21;MA;2018;122.0;41;976.0;181.0;1656.0;50.0;1561.0;935;1856.0;109.0;170.0;1284;698.0;1982.0;11.0;1767.0
22;PI;2018;52.0;21;310.0;46.0;488.0;14.0;4056.0;289;565.0;43.0;41.0;373;213.0;619.0;5.0;531.0
23;CE;2018;475.0;251;2812.0;388.0;4051.0;379.0;302.0;2561;4425.0;426.0;341.0;4204;2532.0;4900.0;47.0;4477.0
24;RN;2018;102.0;43;1067.0;207.0;1509.0;78.0;1431.0;1024;1723.0;85.0;193.0;1639;1007.0;1825.0;14.0;1594.0
25;PB;2018;82.0;34;652.0;65.0;1085.0;56.0;4714.0;618;1161.0;71.0;55.0;1006;557.0;1244.0;10.0;1156.0
26;PE;2018;240.0;101;2269.0;555.0;3387.0;137.0;836.0;2168;3942.0;189.0;509.0;3369;1979.0;4190.0;46.0;3578.0
27;AL;2018;67.0;25;843.0;25.0;1120.0;44.0;910.0;818;1374.0;55.0;22.0;1179;727.0;1441.0;3.0;1175.0
28;SE;2018;40.0;10;663.0;54.0;1045.0;25.0;1741.0;653;1093.0;34.0;48.0;959;603.0;1133.0;6.0;1079.0
29;BA;2018;427.0;185;4141.0;430.0;5717.0;257.0;232.0;3956;6351.0;369.0;386.0;4977;3163.0;6787.0;44.0;6089.0
31;MG;2018;349.0;129;1626.0;833.0;2265.0;137.0;1135.0;1497;3022.0;241.0;728.0;2237;1303.0;3372.0;105.0;2506.0
32;ES;2018;100.0;41;618.0;131.0;887.0;55.0;358.0;577;1063.0;76.0;111.0;891;548.0;1165.0;20.0;964.0
33;RJ;2018;380.0;150;3724.0;1619.0;4448.0;198.0;1891.0;3574;6013.0;242.0;1488.0;4261;2513.0;6455.0;130.0;4705.0
35;SP;2018;454.0;139;1461.0;1909.0;1571.0;116.0;535.0;1322;3269.0;176.0;1642.0;2009;959.0;3727.0;267.0;1747.0
41;PR;2018;211.0;76;1155.0;1747.0;607.0;89.0;2100.0;1079;2232.0;63.0;1601.0;1520;813.0;2443.0;146.0;670.0
42;SC;2018;91.0;37;393.0;665.0;157.0;32.0;222.0;356;751.0;17.0;591.0;444;249.0;843.0;74.0;174.0
43;RS;2018;256.0;102;1291.0;1987.0;619.0;147.0;411.0;1189;2441.0;54.0;1786.0;2075;1094.0;2699.0;201.0;673.0
50;MS;2018;66.0;25;239.0;210.0;320.0;21.0;3227.0;214;506.0;38.0;182.0;243;119.0;572.0;28.0;358.0
51;MT;2018;88.0;30;425.0;209.0;695.0;31.0;949.0;395;901.0;71.0;193.0;566;295.0;989.0;16.0;766.0
52;GO;2018;220.0;88;1442.0;545.0;1929.0;117.0;3825.0;1354;2448.0;154.0;482.0;1860;1168.0;2675.0;63.0;2086.0
53;DF;2018;55.0;13;271.0;115.0;372.0;20.0;1233.0;257;473.0;35.0;97.0;329;210.0;530.0;18.0;408.0
53;DF;2019;55.0;18;244.0;101.0;339.0;20.0;1028.0;226;425.0;36.0;83.0;257;169.0;480.0;18.0;375.0
11;RO;2019;43.0;14;154.0;114.0;295.0;13.0;250.0;140;401.0;31.0;103.0;264;102.0;447.0;11.0;327.0
12;AC;2019;32.0;11;174.0;35.0;252.0;17.0;205.0;163;290.0;25.0;30.0;222;123.0;325.0;5.0;277.0
13;AM;2019;118.0;56;917.0;197.0;1284.0;49.0;2200.0;861;1472.0;93.0;172.0;981;628.0;1592.0;25.0;1377.0
14;RR;2019;33.0;11;99.0;62.0;148.0;6.0;1468.0;88;201.0;19.0;48.0;83;46.0;234.0;14.0;167.0
15;PA;2019;232.0;100;1791.0;222.0;2887.0;135.0;743.0;1690;3155.0;204.0;201.0;2342;1359.0;3405.0;21.0;3093.0
16;AP;2019;19.0;9;251.0;9.0;330.0;10.0;77.0;242;342.0;17.0;8.0;228;167.0;361.0;1.0;347.0
17;TO;2019;36.0;13;224.0;76.0;337.0;16.0;237.0;211;420.0;32.0;73.0;250;150.0;456.0;3.0;369.0
21;MA;2019;114.0;47;801.0;186.0;1402.0;44.0;1106.0;753;1584.0;93.0;165.0;1074;567.0;1704.0;19.0;1498.0
22;PI;2019;47.0;17;243.0;54.0;454.0;17.0;2210.0;226;520.0;35.0;43.0;350;183.0;569.0;11.0;489.0
23;CE;2019;221.0;106;1285.0;170.0;2036.0;159.0;234.0;1179;2196.0;199.0;149.0;1900;1108.0;2417.0;21.0;2235.0
24;RN;2019;98.0;41;760.0;127.0;1110.0;75.0;1104.0;719;1248.0;84.0;116.0;1181;700.0;1346.0;11.0;1194.0
25;PB;2019;72.0;21;441.0;56.0;800.0;39.0;4343.0;420;880.0;53.0;45.0;722;371.0;953.0;11.0;853.0
26;PE;2019;204.0;91;1882.0;522.0;2749.0;127.0;739.0;1791;3265.0;158.0;477.0;2713;1597.0;3474.0;45.0;2908.0
27;AL;2019;90.0;39;620.0;9.0;993.0;47.0;930.0;581;1025.0;89.0;9.0;833;507.0;1115.0;0.0;1082.0
28;SE;2019;53.0;19;556.0;39.0;884.0;28.0;1390.0;537;920.0;50.0;36.0;771;477.0;973.0;3.0;934.0
29;BA;2019;396.0;183;3599.0;333.0;5264.0;250.0;218.0;3416;5717.0;358.0;303.0;4596;2880.0;6118.0;30.0;5622.0
31;MG;2019;295.0;97;1349.0;734.0;1938.0;120.0;786.0;1252;2598.0;207.0;648.0;1878;1083.0;2893.0;86.0;2145.0
32;ES;2019;97.0;31;569.0;103.0;802.0;42.0;331.0;538;946.0;73.0;90.0;781;501.0;1043.0;13.0;875.0
33;RJ;2019;217.0;77;2013.0;937.0;2435.0;107.0;1624.0;1936;3316.0;131.0;851.0;2321;1381.0;3552.0;86.0;2568.0
35;SP;2019;405.0;122;1316.0;1626.0;1535.0;118.0;457.0;1194;2954.0;149.0;1377.0;1742;854.0;3361.0;249.0;1684.0
41;PR;2019;204.0;68;960.0;1477.0;542.0;86.0;1758.0;892;1891.0;57.0;1332.0;1190;592.0;2095.0;145.0;599.0
42;SC;2019;114.0;46;338.0;574.0;163.0;46.0;202.0;292;653.0;26.0;488.0;381;203.0;767.0;86.0;189.0
43;RS;2019;236.0;87;996.0;1623.0;463.0;132.0;335.0;909;1946.0;52.0;1446.0;1602;823.0;2184.0;177.0;515.0
50;MS;2019;61.0;17;191.0;181.0;280.0;14.0;2584.0;174;430.0;26.0;146.0;216;98.0;491.0;35.0;306.0
51;MT;2019;84.0;30;366.0;185.0;639.0;33.0;682.0;336;808.0;56.0;157.0;490;247.0;895.0;27.0;696.0
52;GO;2019;161.0;57;1188.0;465.0;1627.0;67.0;1741.0;1131;2089.0;115.0;422.0;1457;881.0;2253.0;43.0;1742.0
12;AC;2020;27.0;15;164.0;38.0;232.0;16.0;211.0;149;273.0;21.0;32.0;228;134.0;304.0;6.0;253.0
50;MS;2020;71.0;26;177.0;173.0;278.0;25.0;2943.0;151;420.0;38.0;141.0;207;90.0;491.0;32.0;316.0
51;MT;2020;105.0;35;430.0;207.0;689.0;40.0;863.0;395;878.0;79.0;182.0;584;309.0;987.0;25.0;770.0
52;GO;2020;134.0;55;1190.0;440.0;1594.0;54.0;3189.0;1135;2040.0;93.0;404.0;1391;876.0;2177.0;36.0;1687.0
